stock_code	stock_name	stock_name_en	market	target_sector	target_industry	target_business_model	confidence_score	confidence_level	ranker_model_version	financial_data_as_of	strength_titles	strength_icons	peer1_dimension	peer1_ticker	peer1_company_name	peer1_exchange	peer1_country	peer1_similarity_score	peer1_business_tags	peer1_sector	peer1_industry	peer1_business_model	peer1_scale_bucket	peer1_fiscal_year	peer1_market_cap_usd	peer1_revenue_usd	peer1_operating_income_usd	peer1_net_income_usd	peer1_financial_data_source	peer1_financial_similarity_score	peer2_dimension	peer2_ticker	peer2_company_name	peer2_exchange	peer2_country	peer2_similarity_score	peer2_business_tags	peer2_sector	peer2_industry	peer2_business_model	peer2_scale_bucket	peer2_fiscal_year	peer2_market_cap_usd	peer2_revenue_usd	peer2_operating_income_usd	peer2_net_income_usd	peer2_financial_data_source	peer2_financial_similarity_score	peer3_dimension	peer3_ticker	peer3_company_name	peer3_exchange	peer3_country	peer3_similarity_score	peer3_business_tags	peer3_sector	peer3_industry	peer3_business_model	peer3_scale_bucket	peer3_fiscal_year	peer3_market_cap_usd	peer3_revenue_usd	peer3_operating_income_usd	peer3_net_income_usd	peer3_financial_data_source	peer3_financial_similarity_score
047810	한국항공우주	Hangukhanggonguju	KOSPI	Industrials	Aerospace and Defense	Aerospace and defense systems manufacturing	0.6827	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Global Reach;Industrial Solutions;Fleet Operations;Aerospace Capability	global_business;industrial;industrial;industrial	overall_business	HWM	Howmet Aerospace	NYSE	US	0.6827	aerospace	Industrials	Aerospace and Defense	Aerospace and defense systems manufacturing	LARGE_CAP	2025	107520883907.0	8252000000.0	2046000000.0	765000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9998	operational_scale	ALK	Alaska Air Group	NYSE	US	0.6516	aerospace	Industrials	Aerospace and Defense	Aerospace and defense systems manufacturing	MID_CAP	2025	5676749284.0	14239000000.0	303000000.0	100000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9996	industrial	GE	GE Aerospace	NYSE	US	0.6203	aerospace	Industrials	Aerospace and Defense	Aerospace and defense systems manufacturing	MEGA_CAP	2025	390218559262.0	45855000000.0	22887000000.0	8698000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9995
051910	LG화학	LG Chem	KOSPI	Materials	Specialty Chemicals	Chemical and advanced materials manufacturing	0.6735	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Petrochemical Portfolio;Biotechnology Platform;Multi-Division Operations;Advanced Materials	materials;biotechnology;ecosystem;materials	overall_business	DOW	Dow	NYSE	US	0.6735	chemicals	Materials	Specialty Chemicals	Chemical and advanced materials manufacturing	LARGE_CAP	2025	20087063877.0	39968000000.0		-2444000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9432	materials	ALB	Albemarle	NYSE	US	0.5678	battery;materials	Materials	Specialty Chemicals	Battery materials and specialty chemical manufacturing	LARGE_CAP	2025	15306738353.0	5142733000.0	-367084000.0	-465210000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.7869	operational_scale	EMN	Eastman Chemical	NYSE	US	0.5658	chemicals	Materials	Specialty Chemicals	Chemical and advanced materials manufacturing	MID_CAP	2025	7644306261.0	8752000000.0	1532000000.0	475000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.789
055550	신한지주	Shinhan Financial Group	KOSPI	Financials	Banks	Banking, spread income, fees, and capital-market services	0.5458	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Banking Network;Capital Markets;Payments and Cards;AI Technology	financial_services;financial_services;payments;ai	overall_business	C	Citigroup	NYSE	US	0.5458	banking;financials	Financials	Banks	Banking, spread income, fees, and capital-market services	MEGA_CAP	2025	244827044005.0	85225000000.0		14452000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.8357	financial_services	JPM	JP Morgan Chase &	NYSE	US	0.5053	banking;financials	Financials	Banks	Banking, spread income, fees, and capital-market services	MEGA_CAP	2025	885417752964.0	182447000000.0		49552000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.8379	operational_scale	BAC	Bank of America	NYSE	US	0.5087	banking;financials	Financials	Banks	Banking, spread income, fees, and capital-market services	MEGA_CAP	2025	413128024748.0	113097000000.0		30509000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.8373
064350	현대로템	Hyeondaerotem	KOSPI	Information Technology	Software	Aerospace and defense systems manufacturing	0.48	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Industrial Solutions;AI Technology;Energy Transition;Robotics Growth	industrial;ai;energy;industrial	overall_business	MSFT	Microsoft	NASDAQ_GLOBAL_SELECT	US	0.4441	software platform;cloud;artificial intelligence	Information Technology	Software	Enterprise software, cloud, and AI platform services	MEGA_CAP	2025	2732178284131.0	281724000000.0	128528000000.0	101832000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9998	industrial	WAB	Westinghouse Air Brake Technologies	NYSE	US	0.6741	software platform;aerospace	Information Technology	Software	Aerospace and defense systems manufacturing	LARGE_CAP	2025	45562609335.0	11167000000.0	1793000000.0	1183000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	1.0	semiconductor	MCHP	Microchip Technology Incorporated	NASDAQ_GLOBAL_SELECT	US	0.5323	software platform	Information Technology	Software	Platform software and recurring services	LARGE_CAP	2025	47936070819.0	7634400000.0	2571000000.0	1906900000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9999
066570	LG전자	LG Electronics	KOSPI	Consumer Discretionary	Consumer Electronics and Appliances	Consumer electronics and appliance manufacturing	0.5408	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	AI Technology;Robotics Growth;Multi-Division Operations;Telecom Network	ai;industrial;ecosystem;telecommunications	overall_business	AAPL	Apple	NASDAQ_GLOBAL_SELECT	US	0.5408	consumer electronics;software platform	Consumer Discretionary	Consumer Electronics and Appliances	Integrated consumer devices, software, and services ecosystem	MEGA_CAP	2025	4136253196720.0	416161000000.0	133050000000.0	112010000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9991	operational_scale	SONY	Sony Group	NYSE	US	0.56	consumer electronics	Consumer Discretionary	Consumer Electronics and Appliances	Consumer electronics and entertainment hardware	LARGE_CAP		125240893785.0				NASDAQ_SUMMARY_MARKET_CAP	0.7624	industrial	WHR	Whirlpool	NYSE	US	0.6555	consumer electronics	Consumer Discretionary	Consumer Electronics and Appliances	Consumer electronics and appliance manufacturing	MID_CAP	2025	2465871523.0	15524000000.0	838000000.0	341000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9999
068270	셀트리온	Celltrion	KOSPI	Health Care	Biotechnology	Biotechnology research, development, and manufacturing	0.62	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Biosimilar Portfolio;Biotechnology Platform;Advanced Modalities;Technology Innovation	biotechnology;biotechnology;biotechnology;global_business	overall_business	BIIB	Biogen	NASDAQ_GLOBAL_SELECT	US	0.5585	biotech;biologics	Health Care	Biotechnology	Biologics and specialty drug development	LARGE_CAP	2025	31843849766.0	9890600000.0	2840700000.0	1292900000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9999	biotechnology	TMO	Thermo Fisher Scientific	NYSE	US	0.5148	biotech;biologics cdmo	Health Care	Biotechnology	Biologics contract development and life-science services	LARGE_CAP	2025	187282353501.0	44556000000.0	7746000000.0	6721000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9999	operational_scale	HALO	Halozyme Therapeutics	NASDAQ_GLOBAL_SELECT	US	0.4775	biotech platform;drug delivery;royalty licensing	Health Care	Biotechnology	Biotech platform licensing	MID_CAP	2025	9120153570.0	1396611000.0	469006000.0	316889000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	1.0
071050	한국금융지주	Hangukgeumyung Holdings	KOSPI	Financials	Banks	Banking, spread income, fees, and capital-market services	0.5215	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	AI Technology;Banking Network;Capital Markets;Global Reach	ai;financial_services;financial_services;global_business	overall_business	C	Citigroup	NYSE	US	0.5215	banking;financials	Financials	Banks	Banking, spread income, fees, and capital-market services	MEGA_CAP	2025	244827044005.0	85225000000.0		14452000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.8357	financial_services	JPM	JP Morgan Chase &	NYSE	US	0.489	banking;financials	Financials	Banks	Banking, spread income, fees, and capital-market services	MEGA_CAP	2025	885417752964.0	182447000000.0		49552000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.8379	operational_scale	BAC	Bank of America	NYSE	US	0.4957	banking;financials	Financials	Banks	Banking, spread income, fees, and capital-market services	MEGA_CAP	2025	413128024748.0	113097000000.0		30509000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.8373
079550	LIG디펜스앤에어로스페이스	LIG Dipenseuaeneeoroseupeiseu	KOSPI	Information Technology	Software	Aerospace and defense systems manufacturing	0.48	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Payments and Cards;Industrial Solutions;LNG Infrastructure;Protection Products	payments;industrial;energy;financial_services	overall_business	MSFT	Microsoft	NASDAQ_GLOBAL_SELECT	US	0.4347	software platform;cloud;artificial intelligence	Information Technology	Software	Enterprise software, cloud, and AI platform services	MEGA_CAP	2025	2732178284131.0	281724000000.0	128528000000.0	101832000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9994	industrial	WAB	Westinghouse Air Brake Technologies	NYSE	US	0.6797	software platform;aerospace	Information Technology	Software	Aerospace and defense systems manufacturing	LARGE_CAP	2025	45562609335.0	11167000000.0	1793000000.0	1183000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9999	financial_services	SSNC	SS&C Technologies Holdings	NASDAQ_GLOBAL_SELECT	US	0.5142	software platform	Information Technology	Software	Platform software and recurring services	LARGE_CAP	2025	15112335947.0	6272200000.0	1436700000.0	798700000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9997
086280	현대글로비스	Hyeondaegeulrobiseu	KOSPI	Industrials	Logistics and Transportation	Investment holding and portfolio management	0.62	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Logistics Network;Battery Technology;Passenger and Cargo;LNG Infrastructure	industrial;battery;commerce;energy	overall_business	JBHT	J.B. Hunt Transport Services	NASDAQ_GLOBAL_SELECT	US	0.5645	logistics	Industrials	Logistics and Transportation	Logistics, shipping, and transportation services	LARGE_CAP	2025	26833781206.0	1629158000.0	865069000.0	598282000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9989	industrial	AXP	American Express	NYSE	US	0.5498	logistics	Industrials	Logistics and Transportation	Logistics, shipping, and transportation services	MEGA_CAP	2025	232785900926.0	41304000000.0	2841000000.0	10833000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9995	operational_scale	GXO	GXO Logistics	NYSE	US	0.55	logistics	Industrials	Logistics and Transportation	Logistics, shipping, and transportation services	MID_CAP	2025	5783492569.0	13178000000.0	245000000.0	36000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.999
086520	에코프로	EcoPro	KOSDAQ	Materials	Specialty Chemicals	Chemical and advanced materials manufacturing	0.6573	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Subsidiary Portfolio;Multi-Division Operations;Chemical Technology;Specialty Chemicals	ecosystem;ecosystem;materials;materials	overall_business	DOW	Dow	NYSE	US	0.6573	chemicals	Materials	Specialty Chemicals	Chemical and advanced materials manufacturing	LARGE_CAP	2025	20087063877.0	39968000000.0		-2444000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9434	materials	ALB	Albemarle	NYSE	US	0.5717	battery;materials	Materials	Specialty Chemicals	Battery materials and specialty chemical manufacturing	LARGE_CAP	2025	15306738353.0	5142733000.0	-367084000.0	-465210000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.7887	operational_scale	EMN	Eastman Chemical	NYSE	US	0.5921	chemicals	Materials	Specialty Chemicals	Chemical and advanced materials manufacturing	MID_CAP	2025	7644306261.0	8752000000.0	1532000000.0	475000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.7963
086790	하나금융지주	Hana Financial Group	KOSPI	Financials	Banks	Banking, spread income, fees, and capital-market services	0.526	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Banking Network;Capital Markets;Payments and Cards;Insurance Services	financial_services;financial_services;payments;financial_services	overall_business	C	Citigroup	NYSE	US	0.526	banking;financials	Financials	Banks	Banking, spread income, fees, and capital-market services	MEGA_CAP	2025	244827044005.0	85225000000.0		14452000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.54	financial_services	JPM	JP Morgan Chase &	NYSE	US	0.4932	banking;financials	Financials	Banks	Banking, spread income, fees, and capital-market services	MEGA_CAP	2025	885417752964.0	182447000000.0		49552000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.54	operational_scale	BAC	Bank of America	NYSE	US	0.4967	banking;financials	Financials	Banks	Banking, spread income, fees, and capital-market services	MEGA_CAP	2025	413128024748.0	113097000000.0		30509000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.54
090430	아모레퍼시픽	Amorepacific	KOSPI	Consumer Staples	Household and Personal Products	Branded consumer products and distribution	0.6495	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Multi-Division Operations;Global Reach;Consumer Brand Portfolio;Household And Personal Products	ecosystem;global_business;commerce;global_business	overall_business	ELF	e.l.f. Beauty	NYSE	US	0.6495	consumer brands	Consumer Staples	Household and Personal Products	Branded consumer products and distribution	MID_CAP	2025	4096938255.0	216339000.0	149678000.0	52977000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.999	operational_scale	ULTA	Ulta Beauty	NASDAQ_GLOBAL_SELECT	US	0.6042	consumer brands	Consumer Staples	Household and Personal Products	Branded consumer products and distribution	LARGE_CAP	2025	19809474509.0	12392820000.0	1532992000.0	1153479000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9999	industrial	SBH	Sally Beauty Holdings, . (Name to be changed from Sally Holdings, .)	NYSE	US	0.5974	consumer brands	Consumer Staples	Household and Personal Products	Branded consumer products and distribution	SMALL_CAP	2025	1348121907.0	3701424000.0	327810000.0	195878000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9998
096770	SK이노베이션	SK Innovation	KOSPI	Energy	Energy Infrastructure	Industrial machinery and equipment manufacturing	0.5458	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Energy Infrastructure;Battery Technology;Industrial Solutions;Product Portfolio	energy;battery;industrial;ecosystem	overall_business	FANG	Diamondback Energy	NASDAQ_GLOBAL_SELECT	US	0.5458	energy	Energy	Energy Infrastructure	Operating company	LARGE_CAP	2025	51021792677.0	15026000000.0	1266000000.0	1547000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.7694	energy	NRG	NRG Energy	NYSE	US	0.5405	energy	Energy	Energy Infrastructure	Operating company	LARGE_CAP	2025	31586784424.0	30713000000.0	1845000000.0	864000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.7759	operational_scale	CEG	Constellation Energy When-Issued	NASDAQ_GLOBAL_SELECT	US	0.5362	energy	Energy	Energy Infrastructure	Operating company	LARGE_CAP	2025	94339232555.0	25533000000.0	3086000000.0	2323000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.771
105560	KB금융	KB Financial Group	KOSPI	Financials	Banks	Banking, spread income, fees, and capital-market services	0.5468	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	AI Technology;Banking Network;Capital Markets;Insurance Services	ai;financial_services;financial_services;financial_services	overall_business	C	Citigroup	NYSE	US	0.5468	banking;financials	Financials	Banks	Banking, spread income, fees, and capital-market services	MEGA_CAP	2025	244827044005.0	85225000000.0		14452000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.8355	financial_services	JPM	JP Morgan Chase &	NYSE	US	0.5067	banking;financials	Financials	Banks	Banking, spread income, fees, and capital-market services	MEGA_CAP	2025	885417752964.0	182447000000.0		49552000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.8377	operational_scale	BAC	Bank of America	NYSE	US	0.5119	banking;financials	Financials	Banks	Banking, spread income, fees, and capital-market services	MEGA_CAP	2025	413128024748.0	113097000000.0		30509000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.8371
138040	메리츠금융지주	Mericheugeumyung Holdings	KOSPI	Financials	Banks	Banking, spread income, fees, and capital-market services	0.5312	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Capital Markets;Insurance Services;Banking Network;Subsidiary Portfolio	financial_services;financial_services;financial_services;ecosystem	overall_business	C	Citigroup	NYSE	US	0.5312	banking;financials	Financials	Banks	Banking, spread income, fees, and capital-market services	MEGA_CAP	2025	244827044005.0	85225000000.0		14452000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.836	financial_services	JPM	JP Morgan Chase &	NYSE	US	0.491	banking;financials	Financials	Banks	Banking, spread income, fees, and capital-market services	MEGA_CAP	2025	885417752964.0	182447000000.0		49552000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.8382	operational_scale	BAC	Bank of America	NYSE	US	0.4969	banking;financials	Financials	Banks	Banking, spread income, fees, and capital-market services	MEGA_CAP	2025	413128024748.0	113097000000.0		30509000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.8375
161390	한국타이어앤테크놀로지	Hanguktaieoaentekeunolroji	KOSPI	Consumer Discretionary	Automobiles	Automobile manufacturing and mobility supply chain	0.5549	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Industrial Solutions;Vehicle Manufacturing;Mobility Portfolio;Energy Infrastructure	industrial;automotive;automotive;energy	overall_business	GM	General Motors	NYSE	US	0.5549	automotive	Consumer Discretionary	Automobiles	Automobile manufacturing and mobility supply chain	LARGE_CAP	2025	70185618779.0	185019000000.0	2909000000.0	2780000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9998	industrial	SRFM	Surf Air Mobility	NYSE	US	0.3741	automotive;aerospace	Consumer Discretionary	Automobiles	Automobile manufacturing and mobility supply chain	MICRO_CAP	2025	88854090.0		-76874000.0	-110556000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.3749	automotive	TM	Toyota Motor	NYSE	US	0.5202	automotive	Consumer Discretionary	Automobiles	Automobile manufacturing and mobility supply chain	MEGA_CAP	2025	270773470027.0	222373000000.0	14045000000.0	11520000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9999
196170	알테오젠	Alteogen	KOSDAQ	Health Care	Biotechnology	Biotechnology research, development, and manufacturing	0.46	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Biotechnology Platform;Biosimilar Portfolio;Global Reach;Technology Innovation	biotechnology;biotechnology;global_business;global_business	overall_business	TMO	Thermo Fisher Scientific	NYSE	US	0.4435	biotech;biologics cdmo	Health Care	Biotechnology	Biologics contract development and life-science services	LARGE_CAP	2025	187282353501.0	44556000000.0	7746000000.0	6721000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.54	biotechnology	BIIB	Biogen	NASDAQ_GLOBAL_SELECT	US	0.4553	biotech;biologics	Health Care	Biotechnology	Biologics and specialty drug development	LARGE_CAP	2025	31843849766.0	9890600000.0	2840700000.0	1292900000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.54	operational_scale	HALO	Halozyme Therapeutics	NASDAQ_GLOBAL_SELECT	US	0.4251	biotech platform;drug delivery;royalty licensing	Health Care	Biotechnology	Biotech platform licensing	MID_CAP	2025	9120153570.0	1396611000.0	469006000.0	316889000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.54
207940	삼성바이오로직스	Samsung Biologics	KOSPI	Health Care	Biotechnology	Biotechnology research, development, and manufacturing	0.62	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Biomanufacturing Scale;Biotechnology Platform;Advanced Modalities;Production Expansion	biotechnology;biotechnology;biotechnology;operational_scale	overall_business	BIIB	Biogen	NASDAQ_GLOBAL_SELECT	US	0.5431	biotech;biologics	Health Care	Biotechnology	Biologics and specialty drug development	LARGE_CAP	2025	31843849766.0	9890600000.0	2840700000.0	1292900000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9998	biotechnology	TMO	Thermo Fisher Scientific	NYSE	US	0.5109	biotech;biologics cdmo	Health Care	Biotechnology	Biologics contract development and life-science services	LARGE_CAP	2025	187282353501.0	44556000000.0	7746000000.0	6721000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9998	operational_scale	HALO	Halozyme Therapeutics	NASDAQ_GLOBAL_SELECT	US	0.4596	biotech platform;drug delivery;royalty licensing	Health Care	Biotechnology	Biotech platform licensing	MID_CAP	2025	9120153570.0	1396611000.0	469006000.0	316889000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9999
247540	에코프로비엠	EcoPro BM	KOSDAQ	Industrials	Battery and Energy Storage	Battery manufacturing and energy storage supply chain	0.657	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Battery Technology;Advanced Materials;Product Portfolio;Industrial Solutions	battery;materials;ecosystem;industrial	overall_business	TSLA	Tesla	NASDAQ_GLOBAL_SELECT	US	0.657	battery;automotive	Industrials	Battery and Energy Storage	Battery manufacturing and energy storage supply chain	MEGA_CAP	2025	1548447394775.0	94827000000.0	4355000000.0	3855000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	1.0	battery	QS	QuantumScape	NASDAQ_GLOBAL_SELECT	US	0.5395	battery	Industrials	Battery and Energy Storage	Battery manufacturing and energy storage supply chain	MID_CAP	2025	4662799676.0		-472604000.0	-435050000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.4274	materials	ELBM	Electra Battery Materials	NASDAQ_CAPITAL	US	0.5229	battery;materials	Industrials	Battery and Energy Storage	Battery manufacturing and energy storage supply chain	MICRO_CAP		55095428.0				NASDAQ_SUMMARY_MARKET_CAP	0.7842
259960	크래프톤	Keuraepeuton	KOSPI	Communication Services	Interactive Entertainment	Platform software and recurring services	0.62	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Commerce Ecosystem;Content Portfolio;Global Reach;Gaming Portfolio	commerce;media;global_business;media	overall_business	BYD	Boyd Gaming	NYSE	US	0.6002	gaming	Communication Services	Interactive Entertainment	Operating company	MID_CAP	2025	6668158295.0	4091989000.0	748406000.0	1838902000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9998	media	GLPI	Gaming and Leisure Properties	NASDAQ_GLOBAL_SELECT	US	0.4915	gaming;leisure	Communication Services	Interactive Entertainment	Travel, leisure, and hospitality services	LARGE_CAP	2025	12965085685.0	1594752000.0	1201453000.0	850356000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9997	operational_scale	CRSR	Corsair Gaming	NASDAQ_GLOBAL_SELECT	US	0.4955	gaming	Communication Services	Interactive Entertainment	Operating company	SMALL_CAP	2025	968887243.0	1472480000.0	2076000.0	-14965000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.7847
267250	HD현대	HD Hyundai	KOSPI	Industrials	Shipbuilding	Shipbuilding, marine engineering, and offshore plant construction	0.62	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	AI Technology;Energy Infrastructure;Subsidiary Portfolio;Industrial Solutions	ai;energy;ecosystem;industrial	overall_business	GD	General Dynamics	NYSE	US	0.5811	shipbuilding;aerospace	Industrials	Shipbuilding	Defense shipbuilding, marine systems, and aerospace manufacturing	LARGE_CAP	2025	94201651340.0	52550000000.0	5356000000.0	4210000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9997	industrial	HII	Huntington Ingalls Industries	NYSE	US	0.5329	shipbuilding;aerospace	Industrials	Shipbuilding	Naval shipbuilding and defense technology services	LARGE_CAP	2025	10977174399.0	12484000000.0	657000000.0	605000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9997	operational_scale	BWXT	BWX Technologies	NYSE	US	0.5262	shipbuilding;aerospace	Industrials	Shipbuilding	Naval nuclear propulsion equipment manufacturing and services	LARGE_CAP	2025	17677046525.0	682258000.0	96630000.0	329861000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9979
267260	HD현대일렉트릭	HD Hyeondaeilrekteurik	KOSPI	Industrials	Electrical Equipment	Electrical equipment and components manufacturing	0.663	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Energy Infrastructure;AI Technology;Industrial Solutions;Digital Broadcasting	energy;ai;industrial;media	overall_business	AEP	American Electric Power	NASDAQ_GLOBAL_SELECT	US	0.663	electrical equipment;energy	Industrials	Electrical Equipment	Electrical equipment and components manufacturing	LARGE_CAP	2025	74659371966.0	21876000000.0	5319000000.0	3696000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9999	energy	PCG	Pacific Gas & Electric	NYSE	US	0.6596	electrical equipment;energy	Industrials	Electrical Equipment	Electrical equipment and components manufacturing	LARGE_CAP	2025	46350052060.0	24935000000.0	4749000000.0	2703000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9998	industrial	LECO	Lincoln Electric Holdings, . Common Shares	NASDAQ_GLOBAL_SELECT	US	0.6586	electrical equipment	Industrials	Electrical Equipment	Electrical equipment and components manufacturing	LARGE_CAP	2025	14422158836.0	4233003000.0	718059000.0	520533000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9999
